transaction_id,order_id,order_amount,payment_count,payment_total,payment_dates,clean_payment_dates,bank_references,settlement_dates,clean_settlement_date,bank_transaction_count,bank_total,settlement_count,settlement_gross_total,settlement_fee_total,settlement_tax_total,settlement_adjustment_total,settlement_refund_total,settlement_chargeback_total,settlement_net_total,status,exception_type,reason,difference,clean_settlement_net,clean_settlement_gross,clean_settlement_fee,clean_settlement_tax,clean_settlement_adjustment,clean_settlement_refund,clean_settlement_chargeback
TXN00087,ORD00087,799,1.0,799.0,2026-06-20,2026-06-20,TXN00087,2026-06-20,2026-06-20,1,799,1.0,799.0,7.99,1.44,0.0,0.0,0.0,789.57,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,789.57,799.0,7.99,1.44,0.0,0.0,0.0
TXN00088,ORD00088,7999,1.0,7999.0,2026-01-20,2026-01-20,TXN00088,2026-01-19,2026-01-19,1,7999,1.0,7999.0,119.98,21.6,0.0,0.0,0.0,7857.42,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,7857.42,7999.0,119.98,21.6,0.0,0.0,0.0
TXN00089,ORD00089,4999,1.0,4999.0,2026-04-15,2026-04-15,TXN00030,2026-04-14,2026-04-14,1,4999,1.0,4999.0,59.99,10.8,0.0,0.0,0.0,4928.21,EXCEPTION,WRONG_TRANSACTION_REFERENCE,Bank reference does not match the transaction ID.,0.0,4928.21,4999.0,59.99,10.8,0.0,0.0,0.0
TXN00090,ORD00090,499,1.0,499.0,2026-03-08,2026-03-08,TXN00090,2026-03-09,2026-03-09,1,499,1.0,499.0,5.99,1.08,0.0,0.0,0.0,491.93,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,491.93,499.0,5.99,1.08,0.0,0.0,0.0
TXN00091,ORD00091,1999,1.0,1999.0,2026-06-03,2026-06-03,TXN00091,2026-06-04,2026-06-04,1,1999,1.0,1999.0,19.99,3.6,0.0,0.0,0.0,1975.41,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,1975.41,1999.0,19.99,3.6,0.0,0.0,0.0
TXN00092,ORD00092,2999,1.0,2999.0,2026-06-07,2026-06-07,TXN00092,2026-06-06,2026-06-06,1,2999,1.0,2999.0,53.98,9.72,0.0,0.0,0.0,2935.3,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,2935.3,2999.0,53.98,9.72,0.0,0.0,0.0
TXN00093,ORD00093,999,1.0,999.0,2026-02-18,2026-02-18,TXN00093,2026-02-19,2026-02-19,1,999,1.0,999.0,69.93,3.6,0.0,0.0,0.0,925.47,EXCEPTION,INCORRECT_FEE,Settlement fee is 7.00% of gross amount.,69.93,975.42,999.0,19.98,3.6,0.0,0.0,0.0
TXN00094,ORD00094,7999,1.0,7999.0,2026-05-15,2026-05-15,TXN00094,2026-05-15,2026-05-15,1,7999,1.0,7999.0,95.99,17.28,0.0,0.0,0.0,7885.73,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,7885.73,7999.0,95.99,17.28,0.0,0.0,0.0
TXN00095,ORD00095,4999,1.0,4999.0,2026-01-20,2026-01-20,TXN00095,2026-01-21,2026-01-21,1,4999,1.0,4999.0,89.98,16.2,0.0,0.0,0.0,4892.82,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,4892.82,4999.0,89.98,16.2,0.0,0.0,0.0
TXN00096,ORD00096,2999,1.0,2999.0,2026-03-18,2026-03-18,TXN00096,2026-03-20,2026-03-20,1,2999,1.0,2999.0,35.99,6.48,0.0,0.0,0.0,2956.53,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,2956.53,2999.0,35.99,6.48,0.0,0.0,0.0
TXN00097,ORD00097,5999,1.0,5999.0,2026-04-14,2026-04-14,TXN00097,2026-04-15,2026-04-15,1,5999,1.0,5999.0,119.98,21.6,0.0,0.0,0.0,5857.42,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,5857.42,5999.0,119.98,21.6,0.0,0.0,0.0
TXN00098,ORD00098,1999,1.0,1999.0,2026-02-20,2026-02-20,TXN00098,2026-02-21,2026-02-21,1,1999,1.0,1999.0,35.98,6.48,0.0,0.0,0.0,1956.54,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,1956.54,1999.0,35.98,6.48,0.0,0.0,0.0
TXN00099,ORD00099,999,1.0,999.0,2026-05-27,2026-05-27,TXN00099,2026-05-27,2026-05-27,1,999,1.0,999.0,19.98,3.6,0.0,0.0,0.0,975.42,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,975.42,999.0,19.98,3.6,0.0,0.0,0.0
TXN00100,ORD00100,999,1.0,999.0,2026-03-19,2026-03-19,TXN00100,2026-03-22,2026-03-22,1,999,1.0,999.0,11.99,2.16,0.0,0.0,0.0,984.85,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,984.85,999.0,11.99,2.16,0.0,0.0,0.0
TXN00101,ORD00101,4999,1.0,4999.0,2026-06-07,2026-06-07,TXN00101,2026-06-08,2026-06-08,1,4999,1.0,4999.0,74.98,13.5,0.0,0.0,0.0,4910.52,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,4910.52,4999.0,74.98,13.5,0.0,0.0,0.0
TXN00102,ORD00102,4999,1.0,4999.0,2026-04-26,2026-04-26,TXN00102,2026-04-26,2026-04-26,1,4999,1.0,4999.0,74.98,13.5,0.0,0.0,0.0,4910.52,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,4910.52,4999.0,74.98,13.5,0.0,0.0,0.0
TXN00103,ORD00103,4999,1.0,4999.0,2026-02-14,2026-02-14,TXN00103,2026-02-15,2026-02-15,1,4999,1.0,4999.0,99.98,18.0,0.0,0.0,0.0,4881.02,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,4881.02,4999.0,99.98,18.0,0.0,0.0,0.0
TXN00104,ORD00104,4999,1.0,4999.0,2026-06-19,2026-06-19,TXN00104,2026-06-21,2026-06-21,1,4999,1.0,4999.0,49.99,9.0,0.0,0.0,0.0,4940.01,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,4940.01,4999.0,49.99,9.0,0.0,0.0,0.0
TXN00105,ORD00105,999,1.0,999.0,2026-06-24,2026-06-24,TXN00105,2026-06-23,2026-06-23,1,999,1.0,999.0,11.99,2.16,0.0,0.0,0.0,984.85,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,984.85,999.0,11.99,2.16,0.0,0.0,0.0
TXN00106,ORD00106,199,1.0,199.0,2026-01-07,2026-01-07,TXN00106,2026-01-08,2026-01-08,1,199,1.0,199.0,2.98,0.54,0.0,0.0,0.0,195.48,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,195.48,199.0,2.98,0.54,0.0,0.0,0.0
TXN00107,ORD00107,2499,1.0,2499.0,2026-01-19,2026-01-19,TXN00107,2026-01-20,2026-01-20,1,2499,1.0,2499.0,49.98,9.0,0.0,0.0,0.0,2440.02,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,2440.02,2499.0,49.98,9.0,0.0,0.0,0.0
TXN00108,ORD00108,1999,1.0,1999.0,2026-06-28,2026-06-28,TXN00108,2026-06-30,2026-06-30,1,1999,1.0,1999.0,23.99,4.32,0.0,0.0,0.0,1970.69,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,1970.69,1999.0,23.99,4.32,0.0,0.0,0.0
TXN00109,ORD00109,4999,1.0,4999.0,2026-02-07,2026-02-07,TXN00109,2026-02-09,2026-02-09,1,4999,1.0,4999.0,59.99,10.8,0.0,0.0,0.0,4928.21,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,4928.21,4999.0,59.99,10.8,0.0,0.0,0.0
TXN00110,ORD00110,499,1.0,499.0,2026-02-26,2026-02-26,TXN00110,2026-02-27,2026-02-27,1,499,1.0,499.0,4.99,0.9,0.0,0.0,0.0,493.11,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,493.11,499.0,4.99,0.9,0.0,0.0,0.0
TXN00111,ORD00111,9999,1.0,9999.0,2026-03-06,2026-03-06,TXN00111,2026-03-08,2026-03-08,1,9999,1.0,9999.0,99.99,18.0,0.0,0.0,0.0,9881.01,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,9881.01,9999.0,99.99,18.0,0.0,0.0,0.0
TXN00112,ORD00112,4999,1.0,4999.0,2026-04-29,2026-04-29,TXN00112,2026-04-30,2026-04-30,1,4999,1.0,4999.0,49.99,9.0,0.0,0.0,0.0,4940.01,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,4940.01,4999.0,49.99,9.0,0.0,0.0,0.0
TXN00113,ORD00113,1999,1.0,1999.0,2026-05-10,2026-05-10,TXN00113,2026-05-11,2026-05-11,1,1999,1.0,1999.0,29.98,5.4,0.0,0.0,0.0,1963.62,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,1963.62,1999.0,29.98,5.4,0.0,0.0,0.0
TXN00114,ORD00114,999,0.0,0.0,,2026-04-26,TXN00114,2026-04-27,2026-04-27,1,999,1.0,999.0,19.98,3.6,0.0,0.0,0.0,975.42,EXCEPTION,MISSING_PAYMENT,No payment record exists for the transaction.,999.0,975.42,999.0,19.98,3.6,0.0,0.0,0.0
TXN00115,ORD00115,4999,1.0,4999.0,2026-05-06,2026-05-06,TXN00115,2026-05-06,2026-05-06,1,4999,1.0,4999.0,74.98,13.5,0.0,0.0,0.0,4910.52,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,4910.52,4999.0,74.98,13.5,0.0,0.0,0.0
TXN00116,ORD00116,5999,1.0,5999.0,2026-01-22,2026-01-22,TXN00116,2026-01-23,2026-01-23,1,5999,1.0,5999.0,107.98,19.44,0.0,0.0,0.0,5871.58,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,5871.58,5999.0,107.98,19.44,0.0,0.0,0.0
TXN00117,ORD00117,1499,1.0,1499.0,2026-03-27,2026-03-27,TXN00117,2026-03-28,2026-03-28,1,1499,1.0,1499.0,29.98,5.4,0.0,0.0,0.0,1463.62,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,1463.62,1499.0,29.98,5.4,0.0,0.0,0.0
TXN00118,ORD00118,1999,1.0,1999.0,2026-03-01,2026-03-01,TXN00118,2026-03-02,2026-03-02,1,1999,1.0,1999.0,39.98,7.2,0.0,0.0,0.0,1951.82,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,1951.82,1999.0,39.98,7.2,0.0,0.0,0.0
TXN00119,ORD00119,1999,1.0,1999.0,2026-04-19,2026-04-19,TXN00119,2026-04-19,2026-04-19,1,1999,1.0,1999.0,35.98,6.48,0.0,0.0,0.0,1956.54,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,1956.54,1999.0,35.98,6.48,0.0,0.0,0.0
TXN00120,ORD00120,199,1.0,199.0,2026-04-18,2026-04-18,TXN00120,2026-04-18,2026-04-18,1,199,1.0,199.0,3.58,0.64,0.0,0.0,0.0,194.78,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,194.78,199.0,3.58,0.64,0.0,0.0,0.0
TXN00121,ORD00121,5999,1.0,5999.0,2026-05-31,2026-05-31,TXN00121,2026-06-01,2026-06-01,1,5999,1.0,5999.0,71.99,12.96,0.0,0.0,0.0,5914.05,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,5914.05,5999.0,71.99,12.96,0.0,0.0,0.0
TXN00122,ORD00122,199,1.0,199.0,2026-05-05,2026-05-05,TXN00122,2026-05-04,2026-05-04,1,199,1.0,199.0,1.99,0.36,0.0,0.0,0.0,196.65,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,196.65,199.0,1.99,0.36,0.0,0.0,0.0
TXN00123,ORD00123,2999,1.0,2999.0,2026-04-19,2026-04-19,TXN00123,2026-04-21,2026-04-21,1,2999,1.0,2999.0,53.98,9.72,0.0,0.0,0.0,2935.3,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,2935.3,2999.0,53.98,9.72,0.0,0.0,0.0
TXN00124,ORD00124,1999,1.0,1999.0,2026-03-11,2026-03-11,TXN00124,2026-03-12,2026-03-12,1,1999,1.0,1999.0,35.98,6.48,0.0,0.0,0.0,1956.54,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,1956.54,1999.0,35.98,6.48,0.0,0.0,0.0
TXN00125,ORD00125,4999,1.0,4999.0,2026-03-28,2026-03-28,TXN00125,2026-03-30,2026-03-30,1,4999,1.0,4999.0,89.98,16.2,0.0,0.0,0.0,4892.82,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,4892.82,4999.0,89.98,16.2,0.0,0.0,0.0
TXN00126,ORD00126,3999,1.0,3999.0,2026-02-02,2026-02-02,TXN00126,2026-02-05,2026-02-05,1,3999,1.0,3999.0,39.99,7.2,0.0,0.0,0.0,3951.81,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,3951.81,3999.0,39.99,7.2,0.0,0.0,0.0
TXN00127,ORD00127,4999,1.0,4999.0,2026-05-25,2026-05-25,TXN00127,2026-05-28,2026-05-28,1,4999,1.0,4999.0,49.99,9.0,0.0,0.0,0.0,4940.01,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,4940.01,4999.0,49.99,9.0,0.0,0.0,0.0
TXN00128,ORD00128,9999,1.0,9999.0,2026-02-06,2026-02-06,TXN00128,2026-02-05,2026-02-05,1,9999,1.0,9999.0,179.98,32.4,0.0,0.0,0.0,9786.62,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,9786.62,9999.0,179.98,32.4,0.0,0.0,0.0
TXN00129,ORD00129,1999,1.0,1999.0,2026-03-09,2026-03-09,TXN00129,2026-03-11,2026-03-11,1,1999,1.0,1999.0,29.98,5.4,0.0,0.0,0.0,1963.62,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,1963.62,1999.0,29.98,5.4,0.0,0.0,0.0
TXN00130,ORD00130,1499,1.0,1499.0,2026-03-26,2026-03-26,TXN00296,2026-03-26,2026-03-26,1,1499,1.0,1499.0,17.99,3.24,0.0,0.0,0.0,1477.77,EXCEPTION,WRONG_TRANSACTION_REFERENCE,Bank reference does not match the transaction ID.,0.0,1477.77,1499.0,17.99,3.24,0.0,0.0,0.0
TXN00131,ORD00131,9999,1.0,9999.0,2026-03-06,2026-03-06,TXN00131,2026-03-07,2026-03-07,1,9999,1.0,9999.0,119.99,21.6,0.0,0.0,0.0,9857.41,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,9857.41,9999.0,119.99,21.6,0.0,0.0,0.0
TXN00132,ORD00132,199,1.0,199.0,2026-05-21,2026-05-21,TXN00132,2026-05-21,2026-05-21,1,199,1.0,199.0,3.58,0.64,0.0,0.0,0.0,194.78,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,194.78,199.0,3.58,0.64,0.0,0.0,0.0
TXN00133,ORD00133,199,1.0,199.0,2026-06-17,2026-06-17,TXN00133,2026-06-17,2026-06-17,1,199,1.0,199.0,3.58,0.64,0.0,0.0,0.0,194.78,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,194.78,199.0,3.58,0.64,0.0,0.0,0.0
TXN00134,ORD00134,3999,1.0,3999.0,2026-01-07,2026-01-07,TXN00134,2026-01-07,2026-01-07,1,3999,1.0,3999.0,59.98,10.8,0.0,0.0,0.0,3928.22,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,3928.22,3999.0,59.98,10.8,0.0,0.0,0.0
TXN00135,ORD00135,4999,1.0,4999.0,2026-05-03,2026-05-03,TXN00135,2026-05-04,2026-05-04,1,4999,1.0,4999.0,59.99,10.8,0.0,0.0,0.0,4928.21,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,4928.21,4999.0,59.99,10.8,0.0,0.0,0.0
TXN00136,ORD00136,5999,1.0,5999.0,2026-05-01,2026-05-01,TXN00136,2026-05-01,2026-05-01,1,5999,1.0,5999.0,107.98,19.44,0.0,0.0,0.0,5871.58,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,5871.58,5999.0,107.98,19.44,0.0,0.0,0.0
TXN00137,ORD00137,3999,1.0,3999.0,2026-06-05,2026-06-05,TXN00125,2026-06-07,2026-06-07,1,3999,1.0,3999.0,39.99,7.2,0.0,0.0,0.0,3951.81,EXCEPTION,WRONG_TRANSACTION_REFERENCE,Bank reference does not match the transaction ID.,0.0,3951.81,3999.0,39.99,7.2,0.0,0.0,0.0
TXN00138,ORD00138,3999,1.0,3999.0,2026-01-28,2026-01-28,TXN00138,2026-01-29,2026-01-29,1,3999,1.0,3999.0,79.98,14.4,0.0,0.0,0.0,3904.62,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,3904.62,3999.0,79.98,14.4,0.0,0.0,0.0
TXN00139,ORD00139,1999,1.0,1999.0,2026-06-23,2026-06-23,TXN00139,2026-06-24,2026-06-24,1,1999,1.0,1999.0,19.99,3.6,0.0,0.0,0.0,1975.41,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,1975.41,1999.0,19.99,3.6,0.0,0.0,0.0
TXN00140,ORD00140,5999,1.0,5999.0,2026-06-02,2026-06-02,TXN00140,2026-06-02,2026-06-02,1,5999,1.0,5999.0,71.99,12.96,0.0,0.0,0.0,5914.05,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,5914.05,5999.0,71.99,12.96,0.0,0.0,0.0
TXN00141,ORD00141,3999,1.0,3999.0,2026-06-26,2026-06-26,TXN00141,2026-06-27,2026-06-27,1,3999,1.0,3999.0,71.98,12.96,0.0,0.0,0.0,3914.06,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,3914.06,3999.0,71.98,12.96,0.0,0.0,0.0
TXN00142,ORD00142,2999,1.0,2999.0,2026-03-30,2026-03-30,TXN00142,2026-04-01,2026-04-01,1,2999,1.0,2999.0,35.99,6.48,0.0,0.0,0.0,2956.53,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,2956.53,2999.0,35.99,6.48,0.0,0.0,0.0
TXN00143,ORD00143,4999,1.0,4999.0,2026-05-10,2026-05-10,TXN00143,2026-05-12,2026-05-12,1,4999,1.0,4999.0,49.99,9.0,0.0,0.0,0.0,4940.01,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,4940.01,4999.0,49.99,9.0,0.0,0.0,0.0
TXN00144,ORD00144,299,1.0,299.0,2026-05-06,2026-05-06,TXN00144,2026-05-07,2026-05-07,1,299,1.0,299.0,5.38,0.97,0.0,0.0,0.0,292.65,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,292.65,299.0,5.38,0.97,0.0,0.0,0.0
TXN00145,ORD00145,1999,1.0,1999.0,2026-02-09,2026-02-09,TXN00145,2026-02-10,2026-02-10,1,1999,1.0,1999.0,35.98,6.48,0.0,0.0,0.0,1956.54,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,1956.54,1999.0,35.98,6.48,0.0,0.0,0.0
TXN00146,ORD00146,7999,1.0,7999.0,2026-06-09,2026-06-09,TXN00146,2026-06-08,2026-06-08,1,7999,1.0,7999.0,143.98,25.92,0.0,0.0,0.0,7829.1,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,7829.1,7999.0,143.98,25.92,0.0,0.0,0.0
TXN00147,ORD00147,999,1.0,999.0,2026-06-01,2026-06-01,TXN00147,2026-06-02,2026-06-02,1,999,1.0,999.0,17.98,3.24,0.0,0.0,0.0,977.78,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,977.78,999.0,17.98,3.24,0.0,0.0,0.0
TXN00148,ORD00148,2499,1.0,2499.0,2026-03-15,2026-03-15,TXN00148,2026-03-16,2026-03-16,1,2499,1.0,2499.0,49.98,9.0,0.0,0.0,0.0,2440.02,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,2440.02,2499.0,49.98,9.0,0.0,0.0,0.0
TXN00149,ORD00149,4999,1.0,4999.0,2026-06-07,2026-06-07,TXN00149,2026-06-09,2026-06-09,1,4999,1.0,4999.0,89.98,16.2,0.0,0.0,0.0,4892.82,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,4892.82,4999.0,89.98,16.2,0.0,0.0,0.0
TXN00150,ORD00150,9999,1.0,9999.0,2026-05-08,2026-05-08,TXN00150,2026-05-08,2026-05-08,1,9999,1.0,9999.0,119.99,21.6,0.0,0.0,0.0,7999.2,EXCEPTION,PARTIAL_SETTLEMENT,Settlement net amount is 80% of gross amount.,1999.8,9857.41,9999.0,119.99,21.6,0.0,0.0,0.0
TXN00151,ORD00151,1499,0.0,0.0,,2026-02-24,TXN00151,2026-02-25,2026-02-25,1,1499,1.0,1499.0,17.99,3.24,0.0,0.0,0.0,1477.77,EXCEPTION,MISSING_PAYMENT,No payment record exists for the transaction.,1499.0,1477.77,1499.0,17.99,3.24,0.0,0.0,0.0
TXN00152,ORD00152,5999,1.0,5999.0,2026-06-03,2026-06-03,TXN00152,2026-06-03,2026-06-03,1,5999,1.0,5999.0,119.98,21.6,0.0,0.0,0.0,5857.42,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,5857.42,5999.0,119.98,21.6,0.0,0.0,0.0
TXN00153,ORD00153,799,1.0,799.0,2026-05-14,2026-05-14,TXN00153,2026-05-16,2026-05-16,1,799,1.0,799.0,15.98,2.88,0.0,0.0,0.0,780.14,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,780.14,799.0,15.98,2.88,0.0,0.0,0.0
TXN00154,ORD00154,2999,1.0,2999.0,2026-05-07,2026-05-07,TXN00154,2026-05-07,2026-05-07,1,2999,1.0,2999.0,44.98,8.1,0.0,0.0,0.0,2945.92,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,2945.92,2999.0,44.98,8.1,0.0,0.0,0.0
TXN00155,ORD00155,7999,1.0,7999.0,2026-04-26,2026-04-26,TXN00155,2026-04-26,2026-04-26,1,7999,1.0,7999.0,79.99,14.4,0.0,0.0,0.0,7904.61,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,7904.61,7999.0,79.99,14.4,0.0,0.0,0.0
TXN00156,ORD00156,1999,1.0,1999.0,2026-02-27,2026-02-27,TXN00156,2026-02-28,2026-02-28,1,1999,1.0,1999.0,35.98,6.48,0.0,0.0,0.0,1956.54,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,1956.54,1999.0,35.98,6.48,0.0,0.0,0.0
TXN00157,ORD00157,2499,1.0,2499.0,2026-04-05,2026-04-05,TXN00157,2026-04-07,2026-04-07,1,2499,1.0,2499.0,49.98,9.0,0.0,0.0,0.0,2440.02,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,2440.02,2499.0,49.98,9.0,0.0,0.0,0.0
TXN00158,ORD00158,1499,1.0,1499.0,2026-03-27,2026-03-27,TXN00158,2026-03-27,2026-03-27,1,1499,1.0,1499.0,149.9,2.7,0.0,0.0,0.0,1346.4,EXCEPTION,INCORRECT_FEE,Settlement fee is 10.00% of gross amount.,149.9,1481.31,1499.0,14.99,2.7,0.0,0.0,0.0
TXN00159,ORD00159,799,1.0,799.0,2026-03-06,2026-03-06,TXN00159,2026-03-08,2026-03-08,1,799,1.0,799.0,7.99,1.44,0.0,0.0,0.0,789.57,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,789.57,799.0,7.99,1.44,0.0,0.0,0.0
TXN00160,ORD00160,5999,1.0,5999.0,2026-02-02,2026-02-02,TXN00160,2026-02-01,2026-02-01,1,5999,1.0,5999.0,59.99,10.8,0.0,0.0,0.0,5928.21,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,5928.21,5999.0,59.99,10.8,0.0,0.0,0.0
TXN00161,ORD00161,999,1.0,999.0,2026-05-06,2026-05-06,TXN00161,2026-05-06,2026-05-06,1,999,1.0,999.0,9.99,1.8,0.0,0.0,0.0,987.21,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,987.21,999.0,9.99,1.8,0.0,0.0,0.0
TXN00162,ORD00162,799,1.0,799.0,2026-03-17,2026-03-17,TXN00162,2026-03-20,2026-03-20,1,799,1.0,799.0,9.59,1.73,0.0,0.0,0.0,787.68,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,787.68,799.0,9.59,1.73,0.0,0.0,0.0
TXN00163,ORD00163,5999,1.0,5999.0,2026-01-06,2026-01-06,TXN00163,2026-01-06,2026-01-06,1,5999,1.0,5999.0,59.99,10.8,0.0,0.0,0.0,5928.21,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,5928.21,5999.0,59.99,10.8,0.0,0.0,0.0
TXN00164,ORD00164,2999,1.0,2999.0,2026-01-15,2026-01-15,TXN00164,2026-01-16,2026-01-16,1,2999,1.0,2999.0,35.99,6.48,0.0,0.0,0.0,2956.53,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,2956.53,2999.0,35.99,6.48,0.0,0.0,0.0
TXN00165,ORD00165,9999,1.0,9999.0,2026-01-27,2026-01-27,TXN00165,2026-01-29,2026-01-29,1,9999,1.0,9999.0,199.98,36.0,0.0,0.0,0.0,9763.02,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,9763.02,9999.0,199.98,36.0,0.0,0.0,0.0
TXN00166,ORD00166,2499,1.0,2499.0,2026-05-03,2026-05-03,TXN00166,2026-05-02,2026-05-02,1,2499,1.0,2499.0,49.98,9.0,0.0,0.0,0.0,2440.02,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,2440.02,2499.0,49.98,9.0,0.0,0.0,0.0
TXN00167,ORD00167,999,1.0,999.0,2026-01-14,2026-01-14,TXN00167,2026-01-15,2026-01-15,1,999,1.0,999.0,17.98,3.24,0.0,0.0,0.0,977.78,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,977.78,999.0,17.98,3.24,0.0,0.0,0.0
TXN00168,ORD00168,2499,1.0,2499.0,2026-04-13,2026-04-13,TXN00168,2026-04-16,2026-04-16,1,2499,1.0,2499.0,49.98,9.0,0.0,0.0,0.0,2440.02,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,2440.02,2499.0,49.98,9.0,0.0,0.0,0.0
TXN00169,ORD00169,499,1.0,499.0,2026-02-08,2026-02-08,TXN00169,2026-02-10,2026-02-10,1,499,1.0,499.0,9.98,1.8,0.0,0.0,0.0,487.22,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,487.22,499.0,9.98,1.8,0.0,0.0,0.0
TXN00170,ORD00170,2999,1.0,2999.0,2026-02-01,2026-02-01,TXN00170,2026-02-01,2026-02-01,1,2999,1.0,2999.0,44.98,8.1,0.0,0.0,0.0,2945.92,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,2945.92,2999.0,44.98,8.1,0.0,0.0,0.0
TXN00171,ORD00171,2499,1.0,2499.0,2026-04-08,2026-04-08,TXN00171,2026-04-09,2026-04-09,1,2499,1.0,2499.0,37.48,6.75,0.0,0.0,0.0,2454.77,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,2454.77,2499.0,37.48,6.75,0.0,0.0,0.0
TXN00172,ORD00172,999,1.0,999.0,2026-04-21,2026-04-21,TXN00172,2026-04-21,2026-04-21,1,999,1.0,999.0,14.98,2.7,0.0,0.0,0.0,981.32,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,981.32,999.0,14.98,2.7,0.0,0.0,0.0
TXN00173,ORD00173,799,1.0,799.0,2026-06-10,2026-06-10,TXN00173,2026-06-12,2026-06-12,1,799,1.0,799.0,9.59,1.73,0.0,0.0,0.0,787.68,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,787.68,799.0,9.59,1.73,0.0,0.0,0.0
